['-0.0000520622', '-0.0000192643', '0.3073238706', '0.9999999811', '-0.0001267419', '0.0001476147', '0.0000000719', '-0.0010795159', '0.0244449763', '-0.0567544417', '0.0017296087', '0.0244450237', '-0.0567545404', '-0.0007834898', '0.0244449105', '-0.0567560284', '0.0014337988', '0.0244449583', '-0.0567561277']
['8.8127982190', '-0.6389298015', '0.2133343947', '0.9958065908', '-0.0214917462', '0.0143773409', '-0.0877532375', '-0.4622007456', '1.2045996393', '-1.2703954770', '0.1233974741', '-0.0527640618', '-1.5683433713', '-0.1375218732', '1.3227557306', '-2.1477676387', '0.5989387708', '1.0664077271', '-1.3796551023']
['8.8170906938', '-0.6397925090', '0.2141539013', '0.9959522371', '-0.0163944788', '0.0155951143', '-0.0869893948', '-0.4729096444', '1.2048482971', '-1.2535087508', '0.1126668008', '-0.0323172073', '-1.5879710002', '-0.1403581692', '1.3040666445', '-2.1648928469', '0.5838013434', '1.0621266210', '-1.3633082979']
['8.8213506168', '-0.6406369421', '0.2148824329', '0.9960651164', '-0.0105454142', '0.0167578485', '-0.0863843316', '-0.4828693243', '1.1982864990', '-1.2359720056', '0.1006199643', '-0.0124484087', '-1.6088050616', '-0.1436507906', '1.2829006790', '-2.1840138207', '0.5679940881', '1.0591542393', '-1.3484508919']
['8.8255904683', '-0.6414521289', '0.2155518070', '0.9961316536', '-0.0044646177', '0.0179240017', '-0.0859099880', '-0.4947410339', '1.1953577421', '-1.2195792074', '0.0881631253', '0.0068265888', '-1.6296461573', '-0.1463458971', '1.2595730973', '-2.2042094665', '0.5519058126', '1.0571473077', '-1.3352483056']
['8.8298092317', '-0.6422541784', '0.2161517851', '0.9961502113', '0.0015091386', '0.0190399311', '-0.0855567647', '-0.5071090994', '1.1942766268', '-1.2039423689', '0.0758990904', '0.0255202345', '-1.6496639104', '-0.1480476355', '1.2347092254', '-2.2247999727', '0.5326376246', '1.0526011680', '-1.3241657220']
['8.8339943384', '-0.6430411351', '0.2166816194', '0.9961204698', '0.0075865958', '0.0201574127', '-0.0853236889', '-0.5199570745', '1.1941523467', '-1.1889593145', '0.0635921165', '0.0436574813', '-1.6687809231', '-0.1489775758', '1.2087863425', '-2.2452656216', '0.5149478193', '1.0505886580', '-1.3144236213']
['8.8381382413', '-0.6438226845', '0.2171368617', '0.9960430390', '0.0136756042', '0.0212563992', '-0.0852021584', '-0.5328968476', '1.1944787250', '-1.1744456063', '0.0515659113', '0.0614657807', '-1.6870900698', '-0.1494100396', '1.1823408701', '-2.2650702538', '0.4980505588', '1.0501456090', '-1.3060492016']
['8.8422598101', '-0.6445925403', '0.2174653567', '0.9959279574', '0.0193469461', '0.0224531684', '-0.0851413797', '-0.5451635775', '1.1949499383', '-1.1604115241', '0.0407780079', '0.0821325469', '-1.6964064616', '-0.1488748074', '1.1557978342', '-2.2837313461', '0.4794264429', '1.0469735325', '-1.2999170447']
['8.8463265367', '-0.6453760444', '0.2177189416', '0.9957805290', '0.0247030130', '0.0234653727', '-0.0852072506', '-0.5567776420', '1.1954311236', '-1.1465285191', '0.0310986559', '0.1013906649', '-1.7102279315', '-0.1478726412', '1.1300174259', '-2.3010353658', '0.4594876932', '1.0415750172', '-1.2959041633']
['8.8503297899', '-0.6461685114', '0.2178916538', '0.9955957595', '0.0302226419', '0.0243310901', '-0.0853444415', '-0.5650072397', '1.1904456742', '-1.1349868476', '0.0214254816', '0.1198619220', '-1.7260332729', '-0.1470090328', '1.1054893148', '-2.3168727978', '0.4424426758', '1.0409239764', '-1.2924111284']
['8.8542653012', '-0.6469820380', '0.2179914885', '0.9953821869', '0.0354604928', '0.0251874511', '-0.0855713020', '-0.5744281395', '1.1888825392', '-1.1230985140', '0.0128095819', '0.1378080654', '-1.7427507015', '-0.1454702441', '1.0823080349', '-2.3309075550', '0.4275107025', '1.0427987173', '-1.2895751384']
['8.8581290095', '-0.6478174709', '0.2180169616', '0.9951467159', '0.0403889253', '0.0260140399', '-0.0858779264', '-0.5840125056', '1.1891969953', '-1.1113685543', '0.0053180794', '0.1554013266', '-1.7595641325', '-0.1433515352', '1.0608736555', '-2.3430561018', '0.4142349747', '1.0459374341', '-1.2874009551']
['8.8619222446', '-0.6486764710', '0.2179572742', '0.9949034307', '0.0448242486', '0.0267296276', '-0.0862755894', '-0.5930055533', '1.1904972636', '-1.0999217480', '-0.0005394081', '0.1728252504', '-1.7759602153', '-0.1406925249', '1.0415992807', '-2.3532823829', '0.4005639592', '1.0460072935', '-1.2863807924']
['8.8656417806', '-0.6495593226', '0.2178088715', '0.9946600722', '0.0487571211', '0.0273217846', '-0.0867617657', '-0.6012087888', '1.1923110726', '-1.0888624331', '-0.0046034615', '0.1900286142', '-1.7916576918', '-0.1376293490', '1.0247146116', '-2.3616085062', '0.3867773989', '1.0431482929', '-1.2862320300']
['8.8692757145', '-0.6504647352', '0.2175826401', '0.9944066547', '0.0524848217', '0.0279053578', '-0.0873042930', '-0.6090310789', '1.1944377771', '-1.0783891817', '-0.0072781320', '0.2065129699', '-1.8065012577', '-0.1344249694', '1.0101935625', '-2.3681126108', '0.3763324487', '1.0443960037', '-1.2860105201']
['8.8728207407', '-0.6513941450', '0.2172792450', '0.9941470759', '0.0559942552', '0.0284668863', '-0.0878969357', '-0.6163979828', '1.1967592446', '-1.0685026288', '-0.0085560167', '0.2222752469', '-1.8204148783', '-0.1311608581', '0.9981410220', '-2.3728873181', '0.3681779339', '1.0475484920', '-1.2858663482']
['8.8762792992', '-0.6523476244', '0.2168921053', '0.9938940226', '0.0591353244', '0.0289158604', '-0.0885525730', '-0.6230617510', '1.1992093529', '-1.0591152965', '-0.0083250006', '0.2376441448', '-1.8333823357', '-0.1278925716', '0.9887080291', '-2.3760515358', '0.3597677373', '1.0473302246', '-1.2862907275']
['8.8796911104', '-0.6533037186', '0.2163579302', '0.9936616649', '0.0616715007', '0.0294672264', '-0.0892457521', '-0.6287420944', '1.2017837404', '-1.0505126409', '-0.0067170535', '0.2525840433', '-1.8334447808', '-0.1242912290', '0.9816367708', '-2.3776849837', '0.3515497094', '1.0438782817', '-1.2873825450']
['8.8829068131', '-0.6542936894', '0.2154542754', '0.9933404770', '0.0650869200', '0.0293414596', '-0.0904293553', '-0.6516205556', '1.2143871554', '-1.0826805946', '-0.0058933610', '0.2703339216', '-1.8409819865', '-0.1353460035', '0.9793899720', '-2.3890446870', '0.3615628240', '1.0455807712', '-1.3136715251']
['8.8859712695', '-0.6552760438', '0.2142191275', '0.9929532809', '0.0691734859', '0.0282400063', '-0.0919853943', '-0.6815596233', '1.2241190774', '-1.1560759285', '-0.0054828829', '0.2912213112', '-1.8520304678', '-0.1595122866', '0.9819316032', '-2.4085274108', '0.3840033398', '1.0409136647', '-1.3618905214']
['8.8889043725', '-0.6562501306', '0.2126834878', '0.9925050434', '0.0737380867', '0.0261849408', '-0.0938657673', '-0.7169466844', '1.2277050531', '-1.2608228884', '-0.0049777969', '0.3149520879', '-1.8644662851', '-0.1948546683', '0.9884846057', '-2.4343119886', '0.4181302137', '1.0283523026', '-1.4266723590']
['8.8917270145', '-0.6572171530', '0.2108742692', '0.9919972626', '0.0786195830', '0.0231727028', '-0.0960386280', '-0.7560520787', '1.2214824185', '-1.3876374504', '-0.0041424892', '0.3412354403', '-1.8768999952', '-0.2395661548', '0.9982743784', '-2.4646366089', '0.4630072178', '1.0064464593', '-1.5029283000']
['8.8944651868', '-0.6581799126', '0.2088147116', '0.9914278719', '0.0836954625', '0.0191872798', '-0.0984768640', '-0.7971912464', '1.2021549413', '-1.5284384774', '-0.0029421834', '0.3698016407', '-1.8884024587', '-0.2918899750', '1.0105731139', '-2.4978879418', '0.5175522604', '0.9740325885', '-1.5860247375']
['8.8971513061', '-0.6591418709', '0.2065271226', '0.9907905609', '0.0888804308', '0.0142136819', '-0.1011548549', '-0.8388487381', '1.1671173482', '-1.6764677981', '-0.0014833757', '0.4003965302', '-1.8983467423', '-0.3500608037', '1.0247140687', '-2.5326501454', '0.5805475801', '0.9304114230', '-1.6718948399']
['8.8998453225', '-0.6600846963', '0.2041769385', '0.9903347713', '0.0915456835', '0.0081759308', '-0.1038729160', '-0.8571013421', '1.1170734706', '-1.8277989048', '0.0038777559', '0.4326420837', '-1.9060984313', '-0.4085934446', '1.0399474077', '-2.5669850244', '0.6549009224', '0.8760135077', '-1.7575631291']
['8.9025828334', '-0.6609854917', '0.2016524349', '0.9899405143', '0.0929972438', '0.0015099454', '-0.1066161847', '-0.8626926957', '1.0503752388', '-1.9773198011', '0.0089523753', '0.4727863064', '-1.8965714133', '-0.4676865252', '1.0554105590', '-2.6003080584', '0.7361140209', '0.8106187099', '-1.8401912234']
['8.9053942805', '-0.6618891677', '0.1990451527', '0.9894526240', '0.0946330888', '-0.0062412711', '-0.1094948856', '-0.8617172057', '0.9674429444', '-2.1209126918', '0.0138574284', '0.5105386612', '-1.8936834948', '-0.5282155648', '1.0713182635', '-2.6322835775', '0.8199585693', '0.7357550856', '-1.9176357709']
['8.9082855204', '-0.6628905417', '0.1966986151', '0.9884041478', '0.1012170385', '-0.0143707442', '-0.1122757026', '-0.8578115351', '0.8712053903', '-2.2575934752', '0.0100009081', '0.5466098630', '-1.8920639111', '-0.5915188030', '1.0867079355', '-2.6630121335', '0.8602236637', '0.6543524143', '-1.9929259695']
['8.9112692657', '-0.6639833688', '0.1944390677', '0.9869598177', '0.1103810215', '-0.0229905990', '-0.1148815940', '-0.8526005020', '0.7644000196', '-2.3838983766', '0.0014464292', '0.5822848196', '-1.8903170183', '-0.6535697683', '1.1018064913', '-2.6919389399', '0.8765470660', '0.5684334042', '-2.0649080256']
['8.9143573618', '-0.6651524687', '0.1921785115', '0.9852073435', '0.1206946945', '-0.0321147209', '-0.1173368049', '-0.8470471008', '0.6510717638', '-2.4978379589', '-0.0092637892', '0.6180904965', '-1.8876659659', '-0.7115412847', '1.1165004077', '-2.7185738129', '0.8800983077', '0.4801256190', '-2.1321811296']
['8.9175519159', '-0.6663715002', '0.1898911331', '0.9832122665', '0.1312087593', '-0.0416815785', '-0.1197520205', '-0.8416724288', '0.5357705906', '-2.5984912404', '-0.0203674407', '0.6541020386', '-1.8836571968', '-0.7648904186', '1.1292053714', '-2.7306119255', '0.8771837521', '0.3918280901', '-2.1938434497']
['8.9208533790', '-0.6676390202', '0.1875445355', '0.9810011263', '0.1415444043', '-0.0517201357', '-0.1221761002', '-0.8367337305', '0.4231652016', '-2.6857878394', '-0.0311950489', '0.6902922538', '-1.8779214131', '-0.8114411489', '1.1407463051', '-2.7346201826', '0.8713013340', '0.3058820641', '-2.2493315084']
['8.9242503947', '-0.6689399398', '0.1852211236', '0.9787288488', '0.1507094369', '-0.0617110769', '-0.1247727903', '-0.8322796180', '0.3168604842', '-2.7599451791', '-0.0397038869', '0.7259978474', '-1.8710521199', '-0.8334638830', '1.1524437603', '-2.7344897974', '0.8643735787', '0.2244631916', '-2.2987430146']
['8.9276819197', '-0.6702461584', '0.1828713678', '0.9763306528', '0.1590619166', '-0.0721863559', '-0.1275417312', '-0.8284078197', '0.2179308452', '-2.7929987244', '-0.0469769803', '0.7612744634', '-1.8618573559', '-0.8421542529', '1.1637368928', '-2.7322258994', '0.8573889099', '0.1494218495', '-2.3418888380']
['8.9311785572', '-0.6715633919', '0.1803449732', '0.9737582295', '0.1670684109', '-0.0829336426', '-0.1304034797', '-0.8250336581', '0.1310112302', '-2.8035037041', '-0.0532490633', '0.7976874791', '-1.8371657460', '-0.8438059802', '1.1739678749', '-2.7289991310', '0.8508094914', '0.0822302468', '-2.3788973910']
['8.9347441844', '-0.6729608236', '0.1776979958', '0.9708687030', '0.1752561925', '-0.0943584219', '-0.1334005877', '-0.8220995421', '0.0583630593', '-2.8021097476', '-0.0600212822', '0.8328524468', '-1.8178535217', '-0.8419547748', '1.1831917284', '-2.7254810455', '0.8448290199', '0.0243948881', '-2.4098998833']
['8.9383873626', '-0.6744423110', '0.1749095214', '0.9676358475', '0.1836785600', '-0.1064259671', '-0.1364425405', '-0.8195744596', '0.0007632081', '-2.7948845240', '-0.0672447828', '0.8669674344', '-1.8002506829', '-0.8385185989', '1.1912409302', '-2.7220238090', '0.8395277796', '-0.0234170222', '-2.4352743243']
['8.9421086114', '-0.6760066854', '0.1719751498', '0.9640508464', '0.1922911196', '-0.1190839030', '-0.1394600835', '-0.8174227836', '-0.0418706990', '-2.7852185568', '-0.0744960423', '0.8997780717', '-1.7823670962', '-0.8340134817', '1.1980560183', '-2.7188084471', '0.8349051969', '-0.0609348864', '-2.4554433500']
['8.9454841458', '-0.6775967385', '0.1690132745', '0.9607610602', '0.1989945017', '-0.1306862256', '-0.1423393264', '-0.8056052625', '-0.0900472944', '-2.7321556105', '-0.0666064286', '0.9165768280', '-1.7641231824', '-0.8074714169', '1.2128185217', '-2.6939430440', '0.8182162146', '-0.1038190556', '-2.4377703086']
['8.9485691169', '-0.6792230923', '0.1659676544', '0.9577501038', '0.2041414989', '-0.1413757541', '-0.1450995630', '-0.7853802861', '-0.1409388702', '-2.6437978913', '-0.0458507257', '0.9192792216', '-1.7463051016', '-0.7633860975', '1.2341237423', '-2.6505761671', '0.7899586787', '-0.1488071470', '-2.3886591641']
['8.9514189340', '-0.6808986943', '0.1627994089', '0.9549906419', '0.2080408431', '-0.1513064071', '-0.1477100292', '-0.7583207663', '-0.1923052817', '-2.5280275230', '-0.0144748203', '0.9096279484', '-1.7296311504', '-0.7062340797', '1.2603735863', '-2.5917485473', '0.7511028747', '-0.1935493053', '-2.3143955485']
['8.9539476104', '-0.6828271087', '0.1596141454', '0.9533236051', '0.2076799395', '-0.1595652619', '-0.1502733305', '-0.7208197929', '-0.2422832127', '-2.3923722785', '0.0308473495', '0.8890151023', '-1.7156307550', '-0.6767447034', '1.2886654031', '-2.5807882127', '0.7066357369', '-0.2371516456', '-2.2211402917']
['8.9564701260', '-0.6849927006', '0.1566208532', '0.9528274962', '0.2039090646', '-0.1654331586', '-0.1522259041', '-0.6770491960', '-0.2893507645', '-2.2446850274', '0.0866708565', '0.8585930090', '-1.7052233642', '-0.6576299820', '1.3238609496', '-2.5925402447', '0.6554415738', '-0.2784983528', '-2.1152642814']
['8.9589471846', '-0.6872592529', '0.1537270066', '0.9530662129', '0.1978018065', '-0.1696723269', '-0.1541121041', '-0.6300475300', '-0.3335708906', '-2.0905357426', '0.1489182699', '0.8205229797', '-1.6979283943', '-0.6409689332', '1.3609474375', '-2.6157533830', '0.5989175484', '-0.3161461396', '-2.0018178783']
['8.9613615004', '-0.6895368886', '0.1508737228', '0.9537542183', '0.1899869523', '-0.1727570699', '-0.1562461003', '-0.5819386008', '-0.3745997785', '-1.9351465334', '0.2146445967', '0.7766979900', '-1.6935210910', '-0.6238289941', '1.3972431499', '-2.6437729884', '0.5386499394', '-0.3490495749', '-1.8853347651']
['8.9637581877', '-0.6917851896', '0.1480614844', '0.9547604248', '0.1808114335', '-0.1748204614', '-0.1586743934', '-0.5344642807', '-0.4116508282', '-1.7834731333', '0.2818405864', '0.7285717097', '-1.6914667500', '-0.6049951272', '1.4324923925', '-2.6726357299', '0.4760923300', '-0.3764325495', '-1.7698433196']
['8.9661795697', '-0.6939703193', '0.1452863808', '0.9559847040', '0.1705265845', '-0.1759558236', '-0.1614108973', '-0.4890305165', '-0.4438455442', '-1.6398145280', '0.3488808516', '0.6776385616', '-1.6919247501', '-0.5843233105', '1.4665831396', '-2.7001532369', '0.4128170613', '-0.3976320051', '-1.6586750272']
['8.9687384957', '-0.6957462618', '0.1428387204', '0.9576381197', '0.1580929568', '-0.1752496465', '-0.1649951818', '-0.4450567946', '-0.4710183144', '-1.5077152818', '0.4056893790', '0.6089033767', '-1.6917939152', '-0.5676165584', '1.4909045042', '-2.7170943435', '0.3625580068', '-0.4203010284', '-1.5916181205']
['8.9714349317', '-0.6972199612', '0.1406010247', '0.9595336989', '0.1440408426', '-0.1729581275', '-0.1692122998', '-0.4041551859', '-0.4923509068', '-1.3900307133', '0.4564056477', '0.5330636938', '-1.6934646539', '-0.5517963330', '1.5089276146', '-2.7266615081', '0.3183069470', '-0.4424843686', '-1.5474102622']
['8.9742840328', '-0.6984729901', '0.1385001213', '0.9614872177', '0.1289242244', '-0.1693615501', '-0.1738894473', '-0.3674450871', '-0.5071827609', '-1.2887095664', '0.5037891180', '0.4566449321', '-1.6981929561', '-0.5348012321', '1.5228629572', '-2.7311221262', '0.2757406759', '-0.4602821379', '-1.5132493505']
['8.9772999010', '-0.6995652020', '0.1364816166', '0.9633422518', '0.1131936087', '-0.1647902541', '-0.1788940608', '-0.3354516337', '-0.5150183756', '-1.2047048059', '0.5485934869', '0.3852259172', '-1.7070134145', '-0.5159330670', '1.5343033489', '-2.7320827390', '0.2337043718', '-0.4714829977', '-1.4792162463']
['8.9801111657', '-0.7006015281', '0.1348340815', '0.9648566258', '0.1017070547', '-0.1588913744', '-0.1829232022', '-0.3163158825', '-0.5187485723', '-1.1388160723', '0.5827130541', '0.3170272258', '-1.7189907774', '-0.4989693773', '1.5425471906', '-2.7308102413', '0.2304335397', '-0.4804457965', '-1.4368372759']
['8.9828119635', '-0.7016335782', '0.1334204880', '0.9661941751', '0.0931300679', '-0.1520554882', '-0.1862115326', '-0.3065240215', '-0.5176079413', '-1.0901207477', '0.6087664886', '0.2534509115', '-1.7338507054', '-0.4829484477', '1.5490448188', '-2.7280671135', '0.2452547239', '-0.4870905813', '-1.3926453341']
['8.9854723356', '-0.7026815630', '0.1321789714', '0.9674184786', '0.0865944354', '-0.1444949983', '-0.1890081651', '-0.3031078739', '-0.5115522587', '-1.0572041236', '0.6285095969', '0.1955545335', '-1.7511755379', '-0.4677730317', '1.5540706742', '-2.7237994157', '0.2670159250', '-0.4914477756', '-1.3502389700']
['8.9881372479', '-0.7037598245', '0.1310796284', '0.9685484072', '0.0816285441', '-0.1363248052', '-0.1914844935', '-0.3044193577', '-0.5010019112', '-1.0382352667', '0.6430160248', '0.1440339041', '-1.7704365908', '-0.4535744658', '1.5575938469', '-2.7178782724', '0.2895390594', '-0.4941480343', '-1.3113669785']
['8.9908281878', '-0.7048767649', '0.1301002857', '0.9695874464', '0.0779498947', '-0.1276171310', '-0.1937469114', '-0.3093346640', '-0.4868343047', '-1.0304518304', '0.6530324183', '0.0992862726', '-1.7910276531', '-0.4404033989', '1.5595382596', '-2.7102928083', '0.3097477181', '-0.4953645610', '-1.2770926597']
['8.9935611006', '-0.7060475518', '0.1292248375', '0.9705306282', '0.0753952618', '-0.1184405260', '-0.1958512090', '-0.3170027768', '-0.4697844962', '-1.0318447215', '0.6590672671', '0.0615275384', '-1.8122956539', '-0.4282289797', '1.5601064137', '-2.7011666764', '0.3262366628', '-0.4951199520', '-1.2479676491']
['8.9961781165', '-0.7067811223', '0.1292629041', '0.9715315342', '0.0706260733', '-0.1109356847', '-0.1970576305', '-0.3197436150', '-0.4666575632', '-1.0246937582', '0.6590858682', '0.0304977335', '-1.8326030666', '-0.4125665783', '1.5634156992', '-2.6897072290', '0.3440086893', '-0.4935883369', '-1.2224081726']
['8.9988069020', '-0.7073773878', '0.1300313755', '0.9724829760', '0.0650452885', '-0.1051952712', '-0.1974333475', '-0.3188969572', '-0.4617232027', '-1.0205448151', '0.6497320812', '-0.0021575763', '-1.8406683305', '-0.3952579124', '1.5724052421', '-2.6777199573', '0.3620629666', '-0.4887861837', '-1.2000514348']
['9.0014911025', '-0.7079366457', '0.1313296350', '0.9733710115', '0.0594210757', '-0.1006536892', '-0.1971974759', '-0.3169761445', '-0.4518690889', '-1.0220405990', '0.6325082900', '-0.0350331513', '-1.8385378023', '-0.3775553126', '1.5851732103', '-2.6651847812', '0.3792134966', '-0.4807117843', '-1.1815117767']
['9.0042830976', '-0.7085609472', '0.1329877069', '0.9741900380', '0.0542634747', '-0.0968452435', '-0.1965457808', '-0.3161271275', '-0.4384052846', '-1.0287936270', '0.6091267989', '-0.0668283888', '-1.8282229839', '-0.3601936545', '1.6003793998', '-2.6520955620', '0.3947436902', '-0.4692653045', '-1.1671789977']
['9.0072603012', '-0.7092298630', '0.1347451109', '0.9749447910', '0.0490398008', '-0.0935557777', '-0.1957678953', '-0.3164094572', '-0.4217803612', '-1.0399998892', '0.5825998258', '-0.0963769165', '-1.8116886664', '-0.3434663486', '1.6172671094', '-2.6385497775', '0.4039403435', '-0.4423994302', '-1.1642183966']
['9.0103557535', '-0.7100649780', '0.1367744725', '0.9756525987', '0.0449671085', '-0.0904640496', '-0.1946695185', '-0.3196848244', '-0.4030723592', '-1.0549078326', '0.5520159180', '-0.1232749022', '-1.7904171336', '-0.3274472155', '1.6347653106', '-2.6241945573', '0.4135139554', '-0.4194905330', '-1.1592141860']
['9.0135818372', '-0.7110452556', '0.1390253188', '0.9763293256', '0.0417851502', '-0.0875049479', '-0.1933337357', '-0.3252285984', '-0.3822158283', '-1.0726500030', '0.5189713193', '-0.1469189363', '-1.7659010029', '-0.3119970283', '1.6523792681', '-2.6088910364', '0.4222788383', '-0.3970621629', '-1.1549541087']
['9.0169204544', '-0.7121553772', '0.1413687105', '0.9769395714', '0.0396989119', '-0.0848932332', '-0.1918494442', '-0.3325274527', '-0.3596904621', '-1.0956886805', '0.4841623554', '-0.1666785954', '-1.7392769919', '-0.2950976663', '1.6703065955', '-2.5757329608', '0.4299738182', '-0.3729752105', '-1.1526459628']
['9.0204222874', '-0.7132997667', '0.1437046441', '0.9775290059', '0.0372967571', '-0.0823241878', '-0.1904434895', '-0.3385696414', '-0.3340858436', '-1.1249798697', '0.4511782211', '-0.1824514478', '-1.7120227087', '-0.2803643084', '1.6878925108', '-2.5514898999', '0.4323162527', '-0.3366596757', '-1.1587703309']
['9.0240830921', '-0.7145444733', '0.1461157146', '0.9780647524', '0.0357648566', '-0.0796475224', '-0.1891202983', '-0.3450911971', '-0.3034366240', '-1.1554283565', '0.4190800230', '-0.1941371720', '-1.6850462623', '-0.2684232984', '1.7039917138', '-2.5309938698', '0.4379337264', '-0.3025023446', '-1.1619205628']
['9.0278894849', '-0.7158097802', '0.1484772656', '0.9785811091', '0.0338820335', '-0.0769950117', '-0.1878903640', '-0.3503503144', '-0.2735824435', '-1.1890246246', '0.3900073150', '-0.2018664381', '-1.6590760037', '-0.2571005142', '1.7192441244', '-2.5120709804', '0.4383240128', '-0.2583839846', '-1.1709733494']
['9.0318403714', '-0.7170850957', '0.1507830461', '0.9790372325', '0.0322876440', '-0.0745695425', '-0.1867698818', '-0.3549737133', '-0.2401576694', '-1.2197041374', '0.3630886254', '-0.2055493953', '-1.6345257783', '-0.2477286808', '1.7336949151', '-2.4936983620', '0.4415287785', '-0.2219833356', '-1.1949352393']
['9.0359285462', '-0.7183513316', '0.1530160899', '0.9794485250', '0.0307410931', '-0.0724213401', '-0.1857167778', '-0.3590728620', '-0.2095511031', '-1.2510490631', '0.3387601532', '-0.2057410177', '-1.6116848575', '-0.2396759488', '1.7475929901', '-2.4753302635', '0.4462124826', '-0.1886942290', '-1.2273023283']
['9.0401433025', '-0.7196094640', '0.1551679716', '0.9798223526', '0.0292326378', '-0.0704624225', '-0.1847394307', '-0.3627370643', '-0.1811174660', '-1.2808329512', '0.3173776521', '-0.2027957066', '-1.5909245447', '-0.2326678249', '1.7606302858', '-2.4565776551', '0.4514060838', '-0.1570236074', '-1.2631597144']
['9.0444708308', '-0.7208626016', '0.1572350427', '0.9801658353', '0.0277614653', '-0.0686189021', '-0.1838360210', '-0.3660418080', '-0.1547245250', '-1.3077344777', '0.2991281935', '-0.1971213151', '-1.5724710872', '-0.2264721238', '1.7725866339', '-2.4372577523', '0.4562307392', '-0.1265711142', '-1.2997527279']
['9.0488937356', '-0.7221048627', '0.1592201706', '0.9804856851', '0.0263209607', '-0.0668529494', '-0.1829910146', '-0.3687698558', '-0.1299142007', '-1.3319960954', '0.2840045605', '-0.1891449740', '-1.5564095119', '-0.2209177256', '1.7833492555', '-2.4173116279', '0.4602130653', '-0.0974137193', '-1.3351859616']
['9.0534066552', '-0.7233501965', '0.1611040401', '0.9807835377', '0.0250148209', '-0.0650647906', '-0.1822209754', '-0.3710491073', '-0.1044780256', '-1.3493873585', '0.2720408609', '-0.1793375994', '-1.5428049606', '-0.2160489775', '1.7926980623', '-2.3967225814', '0.4630239176', '-0.0698310450', '-1.3681900492']
['9.0579781298', '-0.7245706498', '0.1629134737', '0.9810632678', '0.0236567538', '-0.0633366710', '-0.1815039631', '-0.3733542467', '-0.0809197266', '-1.3680792365', '0.2630027131', '-0.1680239448', '-1.5314668991', '-0.2115515334', '1.8007997228', '-2.3755630712', '0.4648531123', '-0.0440644004', '-1.3979129747']
['9.0625777170', '-0.7257739885', '0.1646050409', '0.9813112811', '0.0224373780', '-0.0617882350', '-0.1808506224', '-0.3761922861', '-0.0592116456', '-1.3863436391', '0.2564288958', '-0.1554754534', '-1.5221723981', '-0.2055186036', '1.8071896371', '-2.3438473539', '0.4653010534', '-0.0201261740', '-1.4244226706']
['9.0672126611', '-0.7269719139', '0.1662167514', '0.9815658904', '0.0208354189', '-0.0600353914', '-0.1802499372', '-0.3788657146', '-0.0396796240', '-1.4033010863', '0.2532930986', '-0.1424773893', '-1.5150394241', '-0.2000624722', '1.8127471133', '-2.3171544141', '0.4611227253', '0.0073877534', '-1.4423534254']
['9.0718639403', '-0.7281446962', '0.1677506264', '0.9818126060', '0.0193870822', '-0.0583245523', '-0.1796284898', '-0.3825692729', '-0.0220687892', '-1.4183381745', '0.2518137595', '-0.1292040052', '-1.5096841629', '-0.1957021106', '1.8179256256', '-2.2931488476', '0.4591431767', '0.0312370394', '-1.4621953746']
['9.0766309111', '-0.7293166928', '0.1691950992', '0.9820181517', '0.0176032594', '-0.0567262935', '-0.1791998958', '-0.3829768528', '0.0027941263', '-1.4313241631', '0.2521670205', '-0.1180471261', '-1.5027675725', '-0.1936352270', '1.8221127721', '-2.2695519749', '0.4610600418', '0.0582579293', '-1.4884235297']
['9.0814947314', '-0.7304818795', '0.1705684205', '0.9821856657', '0.0153635258', '-0.0552985914', '-0.1789339149', '-0.3820018674', '0.0275038474', '-1.4483603917', '0.2541151556', '-0.1088941587', '-1.4947287156', '-0.1930645269', '1.8256170292', '-2.2457399187', '0.4659676677', '0.0881780839', '-1.5187017833']
['9.0864413337', '-0.7316421969', '0.1718689199', '0.9823176754', '0.0127856920', '-0.0540006135', '-0.1788084012', '-0.3799716482', '0.0521870400', '-1.4671751816', '0.2573595882', '-0.1017498945', '-1.4860575106', '-0.1936993128', '1.8283637400', '-2.2213984439', '0.4728488216', '0.1203602906', '-1.5511419841']
['9.0914489196', '-0.7328291005', '0.1730473203', '0.9824240877', '0.0100902695', '-0.0530505163', '-0.1786805558', '-0.3775077896', '0.0773207825', '-1.4863892404', '0.2611227148', '-0.0964044108', '-1.4770442112', '-0.1953446871', '1.8270133191', '-2.1897889562', '0.4808267891', '0.1542613313', '-1.5844060863']
['9.0965170375', '-0.7339919026', '0.1741504793', '0.9824999792', '0.0069284615', '-0.0520171249', '-0.1787176712', '-0.3738165339', '0.1021085517', '-1.5054442051', '0.2663861376', '-0.0930902246', '-1.4683618826', '-0.1970839710', '1.8268438534', '-2.1613376836', '0.4862557062', '0.1951864222', '-1.6092524623']
['9.1016268830', '-0.7351379038', '0.1751953154', '0.9825469547', '0.0037610196', '-0.0510647216', '-0.1788287751', '-0.3699187722', '0.1266851614', '-1.5238584945', '0.2719262276', '-0.0915071621', '-1.4601771142', '-0.1994139776', '1.8272437046', '-2.1344037406', '0.4936028995', '0.2329362820', '-1.6376332724']
