['-0.0000520622', '-0.0000192643', '0.3073238706', '0.9999999811', '-0.0001267419', '0.0001476147', '0.0000000719', '-0.0010795159', '0.0244449763', '-0.0567544417', '0.0017296087', '0.0244450237', '-0.0567545404', '-0.0007834898', '0.0244449105', '-0.0567560284', '0.0014337988', '0.0244449583', '-0.0567561277']
['2.7400030296', '0.1393560906', '0.1838092333', '0.9971776812', '-0.0636015016', '-0.0397476314', '-0.0034127442', '-0.3620922681', '1.0624164200', '-1.7592849611', '0.2494060210', '-0.4264928530', '-1.4667957357', '-0.1999457695', '1.6913808167', '-1.7541453756', '0.7128770981', '1.1255612349', '-1.8898490507']
['2.7444387955', '0.1390825389', '0.1842138858', '0.9971919444', '-0.0641956553', '-0.0385365640', '-0.0014412381', '-0.3629815001', '1.0772738767', '-1.7543340157', '0.2450541719', '-0.4268567349', '-1.4684148774', '-0.1971314054', '1.6809364609', '-1.7634371273', '0.7159101284', '1.1323211980', '-1.8768663386']
['2.7488997875', '0.1387947190', '0.1845732489', '0.9972531719', '-0.0640800910', '-0.0371421982', '0.0005568846', '-0.3590426145', '1.0876518857', '-1.7361442448', '0.2405630527', '-0.4271467476', '-1.4696739425', '-0.1951855723', '1.6704030687', '-1.7720756952', '0.7185002676', '1.1384850735', '-1.8653697325']
['2.7533824444', '0.1385220443', '0.1849497773', '0.9973026376', '-0.0640756959', '-0.0357102280', '0.0025561260', '-0.3583375421', '1.1002722650', '-1.7250481675', '0.2367993081', '-0.4272934997', '-1.4705349820', '-0.1928658136', '1.6598334785', '-1.7798043300', '0.7217401020', '1.1442960273', '-1.8544431591']
['2.7578886588', '0.1382651199', '0.1853346256', '0.9973447179', '-0.0641159912', '-0.0342324920', '0.0045595902', '-0.3592447176', '1.1140112179', '-1.7174346154', '0.2336931056', '-0.4273666189', '-1.4710092645', '-0.1903353395', '1.6494285741', '-1.7866015777', '0.7251356431', '1.1496398920', '-1.8434247573']
['2.7624202411', '0.1380249876', '0.1857209600', '0.9973809936', '-0.0641761997', '-0.0327027422', '0.0065650297', '-0.3608903344', '1.1281592002', '-1.7113005985', '0.2312183474', '-0.4273990680', '-1.4712589614', '-0.1876853679', '1.6393605198', '-1.7924662644', '0.7284501366', '1.1544646855', '-1.8319946954']
['2.7669787755', '0.1378030817', '0.1861033696', '0.9974120949', '-0.0642448473', '-0.0311175761', '0.0085679057', '-0.3628169503', '1.1422871242', '-1.7055559099', '0.2293583584', '-0.4274088658', '-1.4713906578', '-0.1849837277', '1.6297830439', '-1.7974177305', '0.7315670794', '1.1587611897', '-1.8200161606']
['2.7715656534', '0.1376011651', '0.1864773207', '0.9974382206', '-0.0643166785', '-0.0294753246', '0.0105624940', '-0.3647906213', '1.1561449715', '-1.6996244698', '0.2280957447', '-0.4274063105', '-1.4714607911', '-0.1822861571', '1.6208304344', '-1.8014923641', '0.7344319546', '1.1625475800', '-1.8074496586']
['2.7761821158', '0.1374211571', '0.1868387560', '0.9974600490', '-0.0643792818', '-0.0277747979', '0.0125427001', '-0.3667183983', '1.1695969341', '-1.6932232955', '0.2273925482', '-0.4273971294', '-1.4714991136', '-0.1796553085', '1.6126190473', '-1.8047415757', '0.7369988527', '1.1658553503', '-1.7943020366']
['2.7808291993', '0.1372654714', '0.1871847611', '0.9974788234', '-0.0644101626', '-0.0260184010', '0.0145041628', '-0.3685949206', '1.1825758051', '-1.6862190045', '0.2270527130', '-0.4273855314', '-1.4715226379', '-0.1771648151', '1.6052528946', '-1.8072273187', '0.7392151255', '1.1687224443', '-1.7806006848']
['2.7854942260', '0.1371385294', '0.1875986728', '0.9975164163', '-0.0640528262', '-0.0241958358', '0.0165165431', '-0.3712266265', '1.1947094796', '-1.6779983870', '0.2248771835', '-0.4236479251', '-1.4722720047', '-0.1749306954', '1.5975476374', '-1.8157564675', '0.7402615226', '1.1704506075', '-1.7656538151']
['2.7901821172', '0.1370435142', '0.1880716414', '0.9975655417', '-0.0634077903', '-0.0223106952', '0.0185654269', '-0.3743207386', '1.2060563780', '-1.6686475260', '0.2212386888', '-0.4165863079', '-1.4734240800', '-0.1729136925', '1.5893711440', '-1.8291418418', '0.7403273372', '1.1712617786', '-1.7496736848']
['2.7948963073', '0.1369830180', '0.1885953638', '0.9976208500', '-0.0625476622', '-0.0203549162', '0.0206423604', '-0.3776919293', '1.2166505448', '-1.6582471310', '0.2164613286', '-0.4066393916', '-1.4746778982', '-0.1710822274', '1.5806050193', '-1.8462399328', '0.7395599777', '1.1712604856', '-1.7327847280']
['2.7996395097', '0.1369583974', '0.1891611370', '0.9976773739', '-0.0615397446', '-0.0183178670', '0.0227414407', '-0.3811896451', '1.2265150686', '-1.6468692998', '0.2108500592', '-0.3942582624', '-1.4757687978', '-0.1693975855', '1.5711705154', '-1.8659813919', '0.7381123089', '1.1705035184', '-1.7150692884']
['2.8044035448', '0.1369713500', '0.1897277541', '0.9976895797', '-0.0610751781', '-0.0163470086', '0.0248616278', '-0.3833922861', '1.2355521777', '-1.6341546711', '0.2055306854', '-0.3798446289', '-1.4764853004', '-0.1672114784', '1.5611467217', '-1.8873420407', '0.7291014596', '1.1680125811', '-1.6860969743']
['2.8091959937', '0.1369997721', '0.1902545935', '0.9977532301', '-0.0596900882', '-0.0141192588', '0.0269486872', '-0.3808373902', '1.2371979994', '-1.6087947195', '0.1989335080', '-0.3639307299', '-1.4768422532', '-0.1661831407', '1.5506224665', '-1.9097806022', '0.7226528662', '1.1658370642', '-1.6625598963']
['2.8140302493', '0.1370778885', '0.1908082539', '0.9977996262', '-0.0584357691', '-0.0117746790', '0.0290262589', '-0.3816711440', '1.2423403935', '-1.5899649022', '0.1923631287', '-0.3467815793', '-1.4769920876', '-0.1649578670', '1.5393931896', '-1.9321958733', '0.7186305582', '1.1638703098', '-1.6417483498']
['2.8188253411', '0.1370726921', '0.1916615743', '0.9978889779', '-0.0562382860', '-0.0101805952', '0.0308415064', '-0.3849994480', '1.2489092284', '-1.5731959943', '0.1866633785', '-0.3293646011', '-1.4742470042', '-0.1651097553', '1.5289986681', '-1.9543560665', '0.7139487487', '1.1628967859', '-1.6217092282']
['2.8235963301', '0.1369966588', '0.1927579713', '0.9980056402', '-0.0533785639', '-0.0091636009', '0.0324268335', '-0.3895102584', '1.2557962339', '-1.5568021704', '0.1813316027', '-0.3118149869', '-1.4696365898', '-0.1660039540', '1.5191846169', '-1.9756084917', '0.7084754040', '1.1624496011', '-1.6015804607']
['2.8283684798', '0.1368947884', '0.1939888864', '0.9981248043', '-0.0502980085', '-0.0084360480', '0.0338499405', '-0.3942507037', '1.2624086336', '-1.5401204506', '0.1764161868', '-0.2939882312', '-1.4644457927', '-0.1668257209', '1.5095787459', '-1.9953868281', '0.7026525144', '1.1621410319', '-1.5811289191']
['2.8331543029', '0.1367927203', '0.1952846384', '0.9982336455', '-0.0472515183', '-0.0078152374', '0.0351540203', '-0.3987202779', '1.2684446925', '-1.5228843888', '0.1720236553', '-0.2760601289', '-1.4593268827', '-0.1672266577', '1.5000215185', '-2.0132974995', '0.6967713048', '1.1616883103', '-1.5602308211']
['2.8379597287', '0.1367069142', '0.1965952112', '0.9983274820', '-0.0443658600', '-0.0071917975', '0.0363618914', '-0.4027164796', '1.2737834470', '-1.5050400550', '0.1682603320', '-0.2582417628', '-1.4546155525', '-0.1674009671', '1.4904720283', '-2.0290698692', '0.6909781074', '1.1609585274', '-1.5388762516']
['2.8427863019', '0.1366485694', '0.1978865394', '0.9984038777', '-0.0417419763', '-0.0064905897', '0.0374856861', '-0.4060940510', '1.2783707262', '-1.4866180892', '0.1653133235', '-0.2407465020', '-1.4504834849', '-0.1672154893', '1.4810180400', '-2.0425920627', '0.6854135756', '1.1598799530', '-1.5171022902']
['2.8476324080', '0.1366227078', '0.1991371479', '0.9984635458', '-0.0394221855', '-0.0056759706', '0.0385256059', '-0.4088075331', '1.2822056871', '-1.4676878994', '0.1633124612', '-0.2237630266', '-1.4469678791', '-0.1666542893', '1.4718115677', '-2.0538507280', '0.6801357227', '1.1584503737', '-1.4949665505']
['2.8524998715', '0.1366376104', '0.2003179369', '0.9985054273', '-0.0374944913', '-0.0046937770', '0.0394847215', '-0.4107575248', '1.2853182732', '-1.4483759409', '0.1620056372', '-0.2078636329', '-1.4440654482', '-0.1656421482', '1.4629599338', '-2.0628846317', '0.6752695474', '1.1567281686', '-1.4726393015']
['2.8573852868', '0.1366926345', '0.2014199737', '0.9985322677', '-0.0359477142', '-0.0035411002', '0.0403550848', '-0.4119835558', '1.2877514221', '-1.4287709251', '0.1613674340', '-0.1932311347', '-1.4417115743', '-0.1642715012', '1.4546409635', '-2.0698116733', '0.6707479438', '1.1549593379', '-1.4503072209']
['2.8622850188', '0.1367875080', '0.2024365821', '0.9985471344', '-0.0347354322', '-0.0022174112', '0.0411357893', '-0.4126016981', '1.2895622720', '-1.4089572621', '0.1610688397', '-0.1800250570', '-1.4398671472', '-0.1626776154', '1.4470253196', '-2.0747932169', '0.6664260234', '1.1534208688', '-1.4281524752']
['2.8671788885', '0.1368951479', '0.2033302164', '0.9985528459', '-0.0336925784', '-0.0007561304', '0.0419100521', '-0.4061174540', '1.2856872386', '-1.3840182307', '0.1609229302', '-0.1684057621', '-1.4384114947', '-0.1612615240', '1.4404701662', '-2.0781084782', '0.6552680821', '1.1520300200', '-1.4041660201']
['2.8720409487', '0.1370358931', '0.2041561911', '0.9985555810', '-0.0327149928', '0.0007843968', '0.0426129752', '-0.4033937852', '1.2846064119', '-1.3622352579', '0.1630462804', '-0.1588726995', '-1.4463383165', '-0.1601130369', '1.4350007022', '-2.0799234961', '0.6476240849', '1.1513535311', '-1.3820464557']
['2.8768760373', '0.1372075942', '0.2049022538', '0.9985536963', '-0.0318391447', '0.0024276800', '0.0432537964', '-0.4024783772', '1.2849025580', '-1.3422802979', '0.1665630866', '-0.1516557426', '-1.4586269484', '-0.1591254132', '1.4306994190', '-2.0807770109', '0.6417106340', '1.1511951294', '-1.3610221957']
['2.8816753868', '0.1374397295', '0.2056478150', '0.9985882501', '-0.0297854989', '0.0042230028', '0.0437778149', '-0.4055927435', '1.2853430140', '-1.3229696392', '0.1653066259', '-0.1384616784', '-1.4776461980', '-0.1590373318', '1.4217623832', '-2.0873786054', '0.6335383445', '1.1501122363', '-1.3414304041']
['2.8864445630', '0.1377282877', '0.2063799256', '0.9986453993', '-0.0267478751', '0.0061654113', '0.0442030008', '-0.4115747992', '1.2856563862', '-1.3039871494', '0.1602575824', '-0.1217059976', '-1.5003037918', '-0.1594718200', '1.4086227898', '-2.0987782502', '0.6229531137', '1.1487133666', '-1.3232913739']
['2.8911879148', '0.1380670964', '0.2070817191', '0.9987108863', '-0.0228806148', '0.0082439248', '0.0445542448', '-0.4196725286', '1.2857607132', '-1.2851857082', '0.1525917573', '-0.1032931878', '-1.5244465211', '-0.1601346563', '1.3917580504', '-2.1140378846', '0.6100600912', '1.1473296943', '-1.3066858556']
['2.8959154285', '0.1384438867', '0.2077229873', '0.9987624871', '-0.0186906540', '0.0104857865', '0.0448798637', '-0.4286428978', '1.2855274657', '-1.2663729611', '0.1426841606', '-0.0797832352', '-1.5435623999', '-0.1604439497', '1.3714669381', '-2.1321214101', '0.5917885998', '1.1423026942', '-1.2930707317']
['2.9006080493', '0.1388595667', '0.2083208209', '0.9988032368', '-0.0138452075', '0.0127955895', '0.0451295605', '-0.4390342884', '1.2850153761', '-1.2475948780', '0.1318876024', '-0.0583414155', '-1.5660371500', '-0.1607084771', '1.3485265388', '-2.1523488592', '0.5739123736', '1.1397426460', '-1.2804116882']
['2.9052627161', '0.1392993322', '0.2088697618', '0.9988209803', '-0.0085202867', '0.0151661750', '0.0453215302', '-0.4504015289', '1.2842272433', '-1.2288327883', '0.1203853903', '-0.0381217385', '-1.5898650693', '-0.1608322216', '1.3233981489', '-2.1738691322', '0.5557401148', '1.1385391075', '-1.2688270421']
['2.9098837831', '0.1397437977', '0.2093603283', '0.9988081603', '-0.0030719946', '0.0174799229', '0.0454672857', '-0.4619190989', '1.2831584097', '-1.2098545655', '0.1088278573', '-0.0184751915', '-1.6139257070', '-0.1606070955', '1.2967110414', '-2.1959071125', '0.5341497540', '1.1340722282', '-1.2605881463']
['2.9144576656', '0.1401969101', '0.2097878998', '0.9987622952', '0.0026654881', '0.0198259521', '0.0455379454', '-0.4740059591', '1.2818785060', '-1.1909993564', '0.0969335522', '0.0006520795', '-1.6376386773', '-0.1601853663', '1.2689200091', '-2.2178896255', '0.5144099212', '1.1323355614', '-1.2528118120']
['2.9189838637', '0.1406337064', '0.2101301689', '0.9986823831', '0.0085539150', '0.0220320903', '0.0455512367', '-0.4831350226', '1.2741288993', '-1.1725834696', '0.0849678220', '0.0196498749', '-1.6605177215', '-0.1596163671', '1.2409040783', '-2.2393510451', '0.4922098598', '1.1274849029', '-1.2482862002']
['2.9234589453', '0.1410616151', '0.2104068937', '0.9985656549', '0.0144500384', '0.0242507581', '0.0454942847', '-0.4941806319', '1.2700397126', '-1.1546680215', '0.0732716990', '0.0382940075', '-1.6826736234', '-0.1584287758', '1.2128501733', '-2.2597324936', '0.4732352259', '1.1258845075', '-1.2438267747']
['2.9278780122', '0.1414693201', '0.2106167604', '0.9984139468', '0.0202766976', '0.0264418315', '0.0453792451', '-0.5060272213', '1.2679147014', '-1.1373545419', '0.0620295154', '0.0566451237', '-1.7039934785', '-0.1566160119', '1.1853528225', '-2.2786921859', '0.4564688622', '1.1258281237', '-1.2400680452']
['2.9322428115', '0.1418399587', '0.2107550958', '0.9982378684', '0.0257833792', '0.0284924790', '0.0452167462', '-0.5175976284', '1.2667679863', '-1.1203479893', '0.0517764679', '0.0749143503', '-1.7244172122', '-0.1540427331', '1.1590272301', '-2.2959451387', '0.4386714787', '1.1223496712', '-1.2386011587']
['2.9365480397', '0.1421683770', '0.2108163912', '0.9980462219', '0.0309228428', '0.0303736267', '0.0449995509', '-0.5285387164', '1.2660917765', '-1.1035941028', '0.0427181814', '0.0931012468', '-1.7439035532', '-0.1508344838', '1.1343299230', '-2.3113110757', '0.4203241925', '1.1157092813', '-1.2392481858']
['2.9408215832', '0.1424820447', '0.2107355273', '0.9978472933', '0.0354398823', '0.0322583978', '0.0447681788', '-0.5383481810', '1.2656391147', '-1.0871885328', '0.0352498777', '0.1124896215', '-1.7514087153', '-0.1467386626', '1.1114230481', '-2.3246153462', '0.4020718314', '1.1060040693', '-1.2418508486']
['2.9450036030', '0.1427494119', '0.2105901207', '0.9976308926', '0.0400017253', '0.0340373986', '0.0444288149', '-0.5482142510', '1.2653565249', '-1.0713661180', '0.0285670714', '0.1307405158', '-1.7647320754', '-0.1428709932', '1.0907604579', '-2.3359614411', '0.3895065784', '1.1023995480', '-1.2430193769']
['2.9490988672', '0.1429675320', '0.2103763427', '0.9974005739', '0.0444842948', '0.0357229279', '0.0440126709', '-0.5578220692', '1.2652279639', '-1.0561683320', '0.0230894403', '0.1479064485', '-1.7805231982', '-0.1390774865', '1.0725493437', '-2.3453151489', '0.3805074759', '1.1015485868', '-1.2435765638']
['2.9531095620', '0.1431356142', '0.2100928792', '0.9971597191', '0.0488290265', '0.0373207174', '0.0435360165', '-0.5670004227', '1.2653592039', '-1.0418052416', '0.0190466730', '0.1639446680', '-1.7968861178', '-0.1353339507', '1.0569376703', '-2.3527072977', '0.3739569522', '1.1016689769', '-1.2438717730']
['2.9570426006', '0.1432496269', '0.2097367253', '0.9969229377', '0.0528458831', '0.0387514029', '0.0430150862', '-0.5752817571', '1.2659143454', '-1.0284359628', '0.0168510557', '0.1789905719', '-1.8127560294', '-0.1315366004', '1.0441016626', '-2.3582007320', '0.3668969639', '1.0984907618', '-1.2458183700']
['2.9609038557', '0.1433316653', '0.2093038922', '0.9966795438', '0.0568555987', '0.0399002361', '0.0424888104', '-0.5790057111', '1.2618809589', '-1.0199990825', '0.0157543289', '0.1931052319', '-1.8272205743', '-0.1284141316', '1.0343714818', '-2.3620491553', '0.3591465202', '1.0923306680', '-1.2492082580']
['2.9646867982', '0.1433540835', '0.2087904719', '0.9964493367', '0.0604809076', '0.0409121697', '0.0419162698', '-0.5843810214', '1.2613016963', '-1.0106537051', '0.0165815292', '0.2062590505', '-1.8405085227', '-0.1252355784', '1.0272740884', '-2.3642247810', '0.3512136311', '1.0832774865', '-1.2538770078']
['2.9682885478', '0.1433080258', '0.2078965848', '0.9962129292', '0.0647113961', '0.0412720539', '0.0408515917', '-0.6063857723', '1.2753631828', '-1.0397391731', '0.0169416927', '0.2242897484', '-1.8548622617', '-0.1361760406', '1.0239121991', '-2.3762526921', '0.3572045247', '1.0696438855', '-1.2859941342']
['2.9717391452', '0.1432704761', '0.2065889235', '0.9959617988', '0.0693035814', '0.0411626215', '0.0395316004', '-0.6362548667', '1.2872154548', '-1.1123448892', '0.0164818798', '0.2540313526', '-1.8534721465', '-0.1591285061', '1.0236861544', '-2.3964201674', '0.3762647035', '1.0498151613', '-1.3400075456']
['2.9750535385', '0.1431961765', '0.2050088670', '0.9956964876', '0.0745400027', '0.0400243017', '0.0378199402', '-0.6724684836', '1.2932890341', '-1.2177703416', '0.0162508162', '0.2824249180', '-1.8608458324', '-0.1934035855', '1.0267916501', '-2.4230744263', '0.4069066442', '1.0231300613', '-1.4101797173']
['2.9782548106', '0.1430965549', '0.2031694130', '0.9954157084', '0.0802197013', '0.0378556114', '0.0357675773', '-0.7129589383', '1.2901170441', '-1.3465387183', '0.0161519050', '0.3110661716', '-1.8718360633', '-0.2371195947', '1.0325788355', '-2.4544332867', '0.4481283451', '0.9881274570', '-1.4912634867']
['2.9813702534', '0.1429806059', '0.2010848760', '0.9951170835', '0.0861794031', '0.0346315216', '0.0334029675', '-0.7557612685', '1.2741904676', '-1.4901793245', '0.0161716586', '0.3407030715', '-1.8835153056', '-0.2884681627', '1.0404446843', '-2.4888511577', '0.4989363084', '0.9437176135', '-1.5785187401']
['2.9844335821', '0.1428567018', '0.1987708687', '0.9947934155', '0.0923098689', '0.0303257750', '0.0307456670', '-0.7991292879', '1.2426640973', '-1.6416136085', '0.0162404030', '0.3716717992', '-1.8942516822', '-0.3456690896', '1.0498503360', '-2.5248779327', '0.5582891368', '0.8893303294', '-1.6678194931']
['2.9874841932', '0.1427332328', '0.1962468303', '0.9944319308', '0.0985410110', '0.0249286416', '0.0278094753', '-0.8415794485', '1.1936601449', '-1.7951093381', '0.0162774712', '0.4041184553', '-1.9031809746', '-0.4069102526', '1.0603106744', '-2.5612783750', '0.6250237319', '0.8250329701', '-1.7557359538']
['2.9905771355', '0.1426463374', '0.1936768853', '0.9942541871', '0.1025505630', '0.0180553706', '0.0248192890', '-0.8599798999', '1.1288730173', '-1.9477540346', '0.0196445343', '0.4383062406', '-1.9098949557', '-0.4670829205', '1.0712972052', '-2.5963742051', '0.7016018141', '0.7519482865', '-1.8400056744']
['2.9937453912', '0.1426001080', '0.1910284514', '0.9940835526', '0.1059574579', '0.0100045737', '0.0216982983', '-0.8654097343', '1.0478686905', '-2.0951236544', '0.0235605591', '0.4741589561', '-1.9142256754', '-0.5270693488', '1.0825377236', '-2.6298418777', '0.7830797044', '0.6710394737', '-1.9185328228']
['2.9970219193', '0.1425974239', '0.1883022630', '0.9938003071', '0.1096365488', '0.0010206809', '0.0184319017', '-0.8641386595', '0.9521390345', '-2.2338605811', '0.0264211766', '0.5114525990', '-1.9162295850', '-0.5863436589', '1.0937394496', '-2.6613190271', '0.8657373160', '0.5840605375', '-1.9901771984']
